ID,country,cost,AI,MP,CG,IS,NW,HW,Sec,Alg,Bio,Math,ects,grades,sat
P COIMBRA01,Portugal,678.8873567987794,0,0,0,0,0,0,0,0,1,0,29,7,6.1289959968551555
D BERLIN02,Germany,934.1122069528253,0,0,0,1,0,0,0,0,0,0,21,8,8.352722900231301
A KLAGENF01,Austria,762.9179814360897,0,0,0,0,0,0,0,0,1,0,21,6,5.77717243932444
D TUBINGE01,Germany,870.642239076055,0,0,0,0,0,0,0,0,0,1,23,9,8.510779260889151
S MALMO01,Sweden,961.1528226008019,0,0,0,0,0,0,1,0,0,0,22,6,7.092928146475758
P COIMBRA01,Portugal,697.753987248032,0,1,0,0,0,0,0,0,0,0,28,8,5.965721803361118
S VASTERA01,Sweden,965.7590289964195,0,0,0,0,0,0,0,0,1,0,28,9,7.6382716898774055
CZ PRAHA07,Czech,391.39510946750744,1,0,0,0,0,0,0,0,0,0,18,7,7.719394196735761
SF OULU11,Finland,876.2979885770369,1,0,0,0,0,0,0,0,0,0,28,5,6.5244973263236385
S VASTERA01,Sweden,834.4395752503574,1,0,0,0,0,0,0,0,0,0,28,5,4.770880073377728
D MUNCHEN01,Germany,848.1235429823749,0,0,0,0,0,0,0,0,1,0,20,9,7.003215600646012
CZ PRAHA10,Czech,434.84598510656565,0,0,0,0,1,0,0,0,0,0,19,7,7.497387678155537
IRL DUBLIN27,Ireland,996.8928685732049,0,0,0,0,0,0,0,0,1,0,18,5,5.875302163149442
CZ PRAHA10,Czech,448.3034886079187,0,0,0,0,0,0,0,0,1,0,17,6,6.091522892761867
IRL DUBLIN27,Ireland,971.4450796968279,1,0,0,0,0,0,0,0,0,0,22,9,8.623055862665245
EE TALLINN04,Estonia,435.5780583751389,0,0,0,0,1,0,0,0,0,0,26,8,6.762536439921645
SF OULU11,Finland,826.2072415354063,0,0,0,0,0,0,0,0,0,1,25,8,6.243210564107865
IRL DUBLIN27,Ireland,1129.5181930128217,1,0,0,0,0,0,0,0,0,0,20,9,7.182182045598388
S LULEA01,Sweden,943.6594351339725,0,0,0,0,0,1,0,0,0,0,21,9,9.163916587416221
D TUBINGE01,Germany,933.5475808750847,0,0,0,0,0,0,0,0,0,1,29,5,6.276643929585451
D BERLIN02,Germany,897.9295348441237,0,1,0,0,0,0,0,0,0,0,15,9,8.490735320093467
IS REYKJAV05,Iceland,1525.1806722280514,0,0,0,0,1,0,0,0,0,0,24,8,7.013855137673805
S LULEA01,Sweden,851.154891014097,0,0,0,0,0,0,0,1,0,0,23,7,6.65216792334603
A KLAGENF01,Austria,865.8017152167355,1,0,0,0,0,0,0,0,0,0,19,7,4.75987929536903
P COIMBRA01,Portugal,672.1727549218706,0,0,1,0,0,0,0,0,0,0,25,7,7.129899394943201
PL KRAKOW02,Poland,436.43651651429843,0,1,0,0,0,0,0,0,0,0,26,7,7.75018149061316
B LEUVEN01,Belgium,454.65743962714333,1,0,0,0,0,0,0,0,0,0,22,9,7.08587412296216
S VASTERA01,Sweden,829.2384010692876,0,0,0,0,0,0,1,0,0,0,23,8,6.655590184060437
IRL CORK01,Ireland,975.4411543376583,0,0,0,0,1,0,0,0,0,0,19,5,5.729921007609254
D ERLANGE01,Germany,936.8134285005613,0,0,1,0,0,0,0,0,0,0,28,9,7.996058022443979
CZ PRAHA07,Czech,396.4599777373423,0,0,0,0,0,0,0,0,1,0,21,5,6.651175091339953
S VASTERA01,Sweden,871.4671853832232,0,0,0,0,1,0,0,0,0,0,15,8,7.489488288200274
IRL CORK01,Ireland,1149.294367318,0,0,0,0,0,1,0,0,0,0,23,6,6.347978366990332
D DARMSTA02,Germany,889.450064513575,0,0,0,0,1,0,0,0,0,0,19,7,7.890268245408612
EE TALLINN04,Estonia,402.81304579700605,0,1,0,0,0,0,0,0,0,0,28,8,6.69835550660601
IS REYKJAV05,Iceland,1547.823659135151,1,0,0,0,0,0,0,0,0,0,18,7,6.583827939555561
A GRAZ02,Austria,873.3474889803008,0,0,1,0,0,0,0,0,0,0,28,7,7.349693604785132
F LILLE01,France,636.8606188013631,0,0,0,1,0,0,0,0,0,0,17,9,7.287305881667021
IRL DUBLIN27,Ireland,1081.9554653677112,0,1,0,0,0,0,0,0,0,0,15,8,5.666599090550805
IRL CORK01,Ireland,1092.4657982955002,0,0,0,0,0,1,0,0,0,0,22,7,6.847805609539259
I BARI05,Italy,863.1905647963057,0,0,0,0,0,0,0,1,0,0,25,7,5.8414920421609775
D KARLSRU01,Germany,903.2011367598789,0,0,1,0,0,0,0,0,0,0,16,6,5.8950416978958575
I ROMA01,Italy,906.4978452278974,0,0,0,0,0,1,0,0,0,0,27,9,7.0579640855680035
S LULEA01,Sweden,836.0180110420187,0,0,0,0,0,0,0,1,0,0,23,9,5.892354837298299
I BARI05,Italy,902.1684734529698,0,0,1,0,0,0,0,0,0,0,22,7,6.714526086663543
E VALENCI02,Spain,794.4400998046025,0,0,0,0,0,0,0,0,1,0,18,7,7.695420239732742
S VASTERA01,Sweden,922.361214872259,0,1,0,0,0,0,0,0,0,0,27,6,7.872691158145734
IRL DUBLIN27,Ireland,1081.9017815766201,0,0,0,0,0,0,0,0,0,1,28,9,8.245365729807999
TR ANKARA04,Turkey,511.8535748778568,0,0,0,1,0,0,0,0,0,0,27,5,6.397775619973924
A GRAZ02,Austria,860.1913941383866,0,0,0,0,0,0,1,0,0,0,26,6,4.3373139868747135
I ROMA01,Italy,897.2757028120855,0,0,0,0,1,0,0,0,0,0,24,6,6.946518806356377
F PARIS001,France,584.0011869963587,0,1,0,0,0,0,0,0,0,0,20,7,7.33660665475642
S LULEA01,Sweden,812.751729455906,0,0,0,0,0,0,1,0,0,0,28,8,7.90264767281443
A KLAGENF01,Austria,895.2737768750181,0,0,0,0,1,0,0,0,0,0,24,7,5.477898888241294
D TUBINGE01,Germany,889.8637708801518,0,0,0,1,0,0,0,0,0,0,19,5,6.560641440824469
I PADOVA01,Italy,843.3388923309014,0,0,1,0,0,0,0,0,0,0,27,5,5.2131168553542295
IRL DUBLIN27,Ireland,1034.7111061890264,0,0,0,0,0,0,1,0,0,0,23,6,5.399515510712574
D ERLANGE01,Germany,867.8212910854485,0,0,1,0,0,0,0,0,0,0,28,6,7.270803504629188
I PADOVA01,Italy,861.9564967117899,0,0,0,0,0,0,0,1,0,0,28,7,7.09231251732639
S MALMO01,Sweden,966.3484320350074,0,0,0,0,0,0,0,1,0,0,17,8,4.91466719473564
D MUNCHEN01,Germany,968.4262632597915,0,0,0,0,0,0,0,1,0,0,21,9,7.1536575765066726
F LILLE01,France,571.9073398438799,0,0,0,0,0,0,1,0,0,0,27,7,6.423954745079492
TR ANKARA04,Turkey,451.90863592917236,0,0,1,0,0,0,0,0,0,0,21,9,5.747413675684283
Daegu,Korea,940.1410454139512,0,0,0,1,0,0,0,0,0,0,24,5,5.853252206151749
NL NIJMEGE01,Netherlands,938.3009357389893,0,0,0,1,0,0,0,0,0,0,24,5,7.063949503573099
CZ PRAHA07,Czech,446.5309007613688,0,0,1,0,0,0,0,0,0,0,28,6,7.046958459738007
D TUBINGE01,Germany,808.9683184401586,0,0,0,0,0,0,0,0,0,1,21,8,7.560955797627579
S MALMO01,Sweden,843.3601731050546,0,0,0,0,1,0,0,0,0,0,25,9,7.245076439029904
IRL CORK01,Ireland,1098.197349624874,0,0,0,0,0,0,1,0,0,0,28,9,8.931253525477452
IS REYKJAV05,Iceland,1624.4596611230006,0,0,0,1,0,0,0,0,0,0,24,7,6.420314406311159
E BARCELO01,Spain,850.9291360854427,0,0,1,0,0,0,0,0,0,0,27,8,5.731913378801808
TR ANKARA04,Turkey,452.8104578561689,0,0,0,1,0,0,0,0,0,0,25,9,5.3884038508800804
I BARI05,Italy,857.3535708097878,0,0,0,0,1,0,0,0,0,0,25,5,6.265524056550036
E BARCELO01,Spain,782.3806109839445,0,0,0,0,0,1,0,0,0,0,22,6,5.560286610676257
E BARCELO01,Spain,832.9245142911652,0,0,0,0,0,0,0,0,0,1,29,6,6.614368122957171
I ROMA01,Italy,914.3112383950131,0,0,0,0,0,0,0,1,0,0,19,6,7.893483472236829
D DARMSTA02,Germany,920.6546584220337,0,0,0,0,0,0,0,1,0,0,17,9,9.118601741552954
S MALMO01,Sweden,942.7218298868141,0,0,0,1,0,0,0,0,0,0,23,7,5.007103415056477
B LEUVEN01,Belgium,394.04668633378606,0,0,0,0,0,0,0,1,0,0,15,5,6.701408223536087
D TUBINGE01,Germany,920.7852049172166,0,0,0,0,0,0,0,0,1,0,16,7,7.92148639889297
D TUBINGE01,Germany,951.2651841706977,0,0,1,0,0,0,0,0,0,0,24,6,8.040441102482834
F PARIS001,France,573.1999546808186,0,0,0,0,0,1,0,0,0,0,18,8,8.20408397572767
NL NIJMEGE01,Netherlands,944.7617451022578,0,1,0,0,0,0,0,0,0,0,24,8,7.165053944139834
CZ BRNO05,Czech,447.6977633782657,0,0,1,0,0,0,0,0,0,0,16,9,7.691349769778887
CZ PRAHA10,Czech,445.4904665049075,0,1,0,0,0,0,0,0,0,0,28,8,5.782180388993459
I ROMA01,Italy,855.515309250202,0,0,0,0,0,0,0,1,0,0,21,7,8.00561065997616
E BARCELO01,Spain,779.0703526818002,0,0,0,0,0,1,0,0,0,0,28,9,6.122992262345161
I BARI05,Italy,781.4497679051615,0,0,0,0,0,0,0,0,1,0,22,8,5.969328650297483
CZ PRAHA10,Czech,446.6144282744175,0,0,0,0,1,0,0,0,0,0,25,9,9.28360904213371
NL NIJMEGE01,Netherlands,1021.3313050658526,0,0,0,1,0,0,0,0,0,0,17,8,7.287262141980515
A KLAGENF01,Austria,777.9675723048658,0,0,0,0,0,0,0,0,0,1,22,5,4.471569760919281
D BERLIN02,Germany,964.63810753003,0,0,0,0,0,0,0,1,0,0,24,7,7.674395561690912
S VASTERA01,Sweden,854.6625029883618,0,0,0,1,0,0,0,0,0,0,19,5,6.178745052981936
I ROMA01,Italy,786.8752979415335,0,0,0,0,0,0,0,1,0,0,25,6,6.694873611765306
E BARCELO01,Spain,872.3155641417135,0,0,0,0,0,0,1,0,0,0,27,6,6.813876462404048
B LEUVEN01,Belgium,414.73343128590705,1,0,0,0,0,0,0,0,0,0,27,8,9.971173221402703
CZ PRAHA07,Czech,406.4122361174057,0,0,0,0,0,1,0,0,0,0,24,8,4.317962934897047
SF OULU11,Finland,815.9810841487194,0,0,0,0,0,0,0,1,0,0,27,5,6.900821641337222
S VASTERA01,Sweden,861.1739642165498,0,1,0,0,0,0,0,0,0,0,15,9,4.629272728864954
F LILLE01,France,623.8072926276901,0,0,0,0,0,1,0,0,0,0,21,7,7.005198024573799
CZ PRAHA10,Czech,395.04054436820076,1,0,0,0,0,0,0,0,0,0,20,7,6.411826388929074
S VASTERA01,Sweden,947.8982981134486,0,0,0,0,0,0,0,1,0,0,24,9,6.236030067152832
CZ PRAHA07,Czech,450.096677047866,0,0,0,0,0,0,0,0,1,0,29,9,8.322582723297014
E VALENCI02,Spain,792.18601911137,0,0,0,0,0,1,0,0,0,0,18,5,5.959481807875451
PL KRAKOW02,Poland,394.47949472316657,0,0,0,0,0,1,0,0,0,0,16,8,6.492484337560201
PL KRAKOW02,Poland,431.5067122795729,0,0,0,0,0,0,0,1,0,0,16,8,7.548759983591056
D DARMSTA02,Germany,908.2804629266655,1,0,0,0,0,0,0,0,0,0,15,5,5.71658959391418
TR ANKARA04,Turkey,512.176143449407,0,0,0,0,0,0,0,0,0,1,15,8,7.615139884878539
D BERLIN02,Germany,941.9148982413499,0,0,0,0,0,0,0,0,0,1,22,8,7.200064808479247
E VALENCI02,Spain,860.887206919572,0,0,0,0,0,0,0,0,1,0,16,8,4.615067841024514
SF OULU11,Finland,783.0475850644667,1,0,0,0,0,0,0,0,0,0,20,6,7.671348914036125
D TUBINGE01,Germany,927.990228059242,0,0,1,0,0,0,0,0,0,0,16,5,5.764446997215135
E BARCELO01,Spain,908.2963419377705,0,0,0,0,0,0,0,0,1,0,15,6,5.898928653329167
HKG BAPT,HongKong,1223.071306611506,0,0,0,0,0,0,0,1,0,0,17,5,5.498627414117936
A KLAGENF01,Austria,784.9189895171419,0,0,1,0,0,0,0,0,0,0,17,8,6.704420385851438
D KARLSRU01,Germany,931.3770348130392,0,0,0,1,0,0,0,0,0,0,22,8,5.2350046389465925
PL KRAKOW02,Poland,445.92051940631717,1,0,0,0,0,0,0,0,0,0,28,7,6.991117444519269
Daegu,Korea,886.2283313205792,0,1,0,0,0,0,0,0,0,0,26,6,7.202773665858554
CZ PRAHA07,Czech,386.9310591453143,0,0,0,0,0,0,1,0,0,0,22,6,6.010531986387727
S VASTERA01,Sweden,883.9224941657733,0,0,1,0,0,0,0,0,0,0,28,8,6.644188089686047
PL KRAKOW02,Poland,455.89832905562093,0,0,0,0,0,0,0,0,0,1,25,5,6.392324395308258
D MUNCHEN01,Germany,926.9605501854868,0,0,0,1,0,0,0,0,0,0,18,8,5.072312786153028
B LEUVEN01,Belgium,398.3575296289456,0,0,0,1,0,0,0,0,0,0,15,8,6.854373528715335
A KLAGENF01,Austria,874.0979024118021,0,0,1,0,0,0,0,0,0,0,26,6,5.5087104164419
B LEUVEN01,Belgium,431.61524460664435,0,0,0,0,0,1,0,0,0,0,16,7,5.976475881679102
I ROMA01,Italy,768.5055532435252,1,0,0,0,0,0,0,0,0,0,23,5,6.976430587762985
A KLAGENF01,Austria,877.4853941697686,0,0,0,1,0,0,0,0,0,0,25,5,6.529557375069546
LT KAUNAS02,Lithuania,323.6860605474295,0,0,0,0,0,0,0,0,1,0,15,5,6.984001705487017
SF OULU11,Finland,766.3120918010059,0,0,0,0,0,0,1,0,0,0,26,5,7.402747160751749
IRL CORK01,Ireland,1130.7340561241363,0,1,0,0,0,0,0,0,0,0,20,5,7.306358113360831
D MUNCHEN01,Germany,817.2743726031805,0,0,0,0,0,1,0,0,0,0,24,7,5.458465644079336
LT KAUNAS02,Lithuania,310.45824141396827,0,0,0,0,0,0,0,1,0,0,25,6,7.001714130886137
B LEUVEN01,Belgium,385.8904270072622,0,0,0,1,0,0,0,0,0,0,15,5,7.676258407916432
I PADOVA01,Italy,917.8495925504926,0,0,0,1,0,0,0,0,0,0,22,7,5.634629029115898
D TUBINGE01,Germany,820.7607052981236,0,0,0,0,0,0,0,0,1,0,24,7,8.544708707992346
CZ BRNO05,Czech,444.69025311069134,0,0,0,0,0,0,0,0,0,1,29,9,9.735986370526986
TR ANKARA04,Turkey,464.5547522366447,0,1,0,0,0,0,0,0,0,0,19,8,6.5080938988584
PL KRAKOW02,Poland,424.4726538889571,0,0,0,0,0,0,1,0,0,0,17,8,6.95220394201537
I BARI05,Italy,763.6947665288118,0,0,0,0,0,0,0,1,0,0,19,9,6.975708494431337
CZ PRAHA10,Czech,409.50147801522985,1,0,0,0,0,0,0,0,0,0,28,9,6.071544683298633
D MUNCHEN01,Germany,828.8444574054272,0,0,0,0,1,0,0,0,0,0,23,6,7.11739959601389
I ROMA01,Italy,881.054671929838,0,0,0,0,1,0,0,0,0,0,27,9,7.5009279302418275
CZ BRNO05,Czech,412.7749001194733,0,0,0,0,1,0,0,0,0,0,23,5,6.9122898823143855
PL KRAKOW02,Poland,382.34048599576516,0,0,0,0,0,1,0,0,0,0,28,7,6.674050074667137
NL NIJMEGE01,Netherlands,938.6440737338822,0,0,0,0,0,0,0,1,0,0,26,6,6.90706296974806
LT KAUNAS02,Lithuania,301.1901907514144,0,0,0,0,0,0,0,0,0,1,22,8,7.10215225969427
F LILLE01,France,621.2896994449942,0,0,0,0,0,0,1,0,0,0,21,6,7.75713703927345
I PADOVA01,Italy,780.4635564496152,0,0,0,0,0,1,0,0,0,0,17,9,7.988466803080396
A KLAGENF01,Austria,784.1219311891512,0,0,0,0,0,0,1,0,0,0,26,6,6.410629850623251
EE TALLINN04,Estonia,413.8483342978826,0,1,0,0,0,0,0,0,0,0,15,9,7.751448144346499
P COIMBRA01,Portugal,707.2210173115516,0,0,0,0,0,0,0,0,1,0,22,6,6.847060827937944
LT KAUNAS02,Lithuania,288.6596336183219,0,0,1,0,0,0,0,0,0,0,23,9,5.563043303090381
E VALENCI02,Spain,807.4330136112077,0,0,0,1,0,0,0,0,0,0,16,5,6.166335192286685
P COIMBRA01,Portugal,717.9394298227256,0,0,0,0,0,0,0,1,0,0,19,9,8.11146547335768
HKG BAPT,HongKong,1161.1446556737626,1,0,0,0,0,0,0,0,0,0,22,6,5.777864241939128
D DARMSTA02,Germany,873.2706194336967,0,0,0,0,1,0,0,0,0,0,25,8,5.856156160310457
HKG BAPT,HongKong,1234.178100142454,0,0,1,0,0,0,0,0,0,0,16,6,5.672166091984656
CZ BRNO05,Czech,427.9161837881958,0,0,0,0,0,0,1,0,0,0,21,8,9.425719255278562
D TUBINGE01,Germany,916.1315775290717,0,0,0,0,1,0,0,0,0,0,28,9,5.7338849597952555
CZ BRNO05,Czech,417.9083113118099,0,0,0,0,1,0,0,0,0,0,24,6,6.341289666069541
LT KAUNAS02,Lithuania,333.11414699920135,0,0,1,0,0,0,0,0,0,0,17,5,6.806443792413993
IRL CORK01,Ireland,1135.470115819033,0,0,0,0,0,1,0,0,0,0,21,7,6.492672560740107
F LILLE01,France,630.0262179043569,0,0,0,0,0,0,0,1,0,0,29,5,6.212412461667058
D ERLANGE01,Germany,897.7651669790072,0,0,0,0,0,0,0,0,0,1,26,8,7.487982548005587
CZ BRNO05,Czech,421.2058296134745,0,0,0,0,0,0,1,0,0,0,25,6,6.9679191306494985
S MALMO01,Sweden,975.1186454906394,0,1,0,0,0,0,0,0,0,0,16,5,4.421973665003829
Daegu,Korea,902.675123660068,0,0,1,0,0,0,0,0,0,0,16,7,7.183603351483427
Daegu,Korea,1001.6027699788064,0,0,0,0,0,0,1,0,0,0,21,8,4.922719039078698
EE TALLINN04,Estonia,389.2107349243024,0,0,1,0,0,0,0,0,0,0,27,9,7.7434319929696445
I ROMA01,Italy,847.8737387548764,0,0,0,0,0,0,0,1,0,0,23,9,7.259022593144881
IS REYKJAV05,Iceland,1578.969211383655,0,0,0,0,1,0,0,0,0,0,25,5,6.385287174215806
CZ PRAHA07,Czech,436.88717010816845,0,1,0,0,0,0,0,0,0,0,25,8,6.665656460156888
B LEUVEN01,Belgium,440.0533773278405,0,0,1,0,0,0,0,0,0,0,21,8,6.575348717122426
A GRAZ02,Austria,782.6950734684403,0,0,0,1,0,0,0,0,0,0,25,5,6.786050435071554
IRL DUBLIN27,Ireland,1140.643171099376,0,0,0,0,0,0,0,0,1,0,26,7,6.235527293018063
TR ANKARA04,Turkey,497.02871785689535,0,0,0,0,0,1,0,0,0,0,27,5,5.888507510062739
LT KAUNAS02,Lithuania,311.314464502188,0,0,1,0,0,0,0,0,0,0,21,7,6.73269308927791
D KARLSRU01,Germany,946.2430536562368,0,0,0,0,0,0,0,0,0,1,28,7,7.1490472977559625
I BARI05,Italy,887.0381957339418,0,0,0,1,0,0,0,0,0,0,21,8,7.5617538143459475
CZ BRNO05,Czech,450.12914869625814,0,0,0,0,0,0,0,1,0,0,21,7,5.323028257804166
S VASTERA01,Sweden,815.3808320508982,0,0,0,0,0,0,0,1,0,0,25,7,7.6919090929440435
D KARLSRU01,Germany,881.5337337917548,0,0,0,0,0,0,0,0,0,1,20,5,6.472422531064835
D TUBINGE01,Germany,933.916235856409,0,0,0,0,0,0,1,0,0,0,24,5,6.49622333187014
EE TALLINN04,Estonia,426.4220859837621,0,0,0,0,0,0,0,0,1,0,26,5,6.842334242818375
F PARIS001,France,601.4018284609426,0,0,0,0,0,0,0,0,1,0,19,8,7.438594674081409
Daegu,Korea,1016.3475662235941,0,0,0,0,0,0,0,0,1,0,15,9,8.822040510130217
D MUNCHEN01,Germany,920.4349835679552,0,0,0,0,0,0,1,0,0,0,17,9,6.590169832569638
D DARMSTA02,Germany,867.2584654903649,0,0,0,0,0,0,0,0,0,1,27,8,6.903626385400838
S VASTERA01,Sweden,897.2494274054554,0,0,0,0,0,0,1,0,0,0,21,6,5.958575512641301
NL NIJMEGE01,Netherlands,873.7033112262782,0,0,0,1,0,0,0,0,0,0,28,6,9.019596741234565
D KARLSRU01,Germany,971.2381096105961,0,0,0,0,0,0,1,0,0,0,20,6,8.337687614630639
SF OULU11,Finland,803.2458309310325,0,0,0,0,0,0,0,0,0,1,16,5,6.12242291490243
S VASTERA01,Sweden,871.9256364637598,0,0,0,0,0,0,0,0,1,0,20,8,8.607247344129645
D DARMSTA02,Germany,971.5308426789613,0,0,1,0,0,0,0,0,0,0,27,9,6.9416201846545675
Daegu,Korea,1001.8584340559825,0,0,0,0,0,0,0,0,0,1,24,7,5.445640820231148
S MALMO01,Sweden,951.726720481192,0,0,0,0,0,0,0,0,0,1,29,9,5.679117837593562
CZ BRNO05,Czech,436.0303310833281,0,0,1,0,0,0,0,0,0,0,25,9,6.621399798591202
D KARLSRU01,Germany,849.4158524987504,0,0,0,0,0,0,0,0,0,1,18,6,5.422178874337025
I PADOVA01,Italy,917.664859695916,0,0,0,0,0,0,1,0,0,0,28,5,7.382627193304707
B LEUVEN01,Belgium,406.788506818382,0,1,0,0,0,0,0,0,0,0,26,6,6.7647618875
F LILLE01,France,589.5113155823075,1,0,0,0,0,0,0,0,0,0,20,9,9.588046919466695
D MUNCHEN01,Germany,946.0002193323687,0,0,0,0,0,0,0,0,1,0,28,8,5.240016706640128
D KARLSRU01,Germany,818.8462320215115,0,0,0,0,0,0,0,1,0,0,15,8,9.9469847166725
S MALMO01,Sweden,839.1107806743546,0,0,0,1,0,0,0,0,0,0,27,6,7.130541622580046
IRL DUBLIN27,Ireland,1066.2605248360233,0,0,0,1,0,0,0,0,0,0,25,7,6.767239551899819
A GRAZ02,Austria,794.8269228823644,0,0,0,0,1,0,0,0,0,0,28,5,6.721809125722192
CZ PRAHA07,Czech,393.81812170611505,0,0,0,0,0,1,0,0,0,0,19,5,4.771026443118492
I BARI05,Italy,918.0582264251523,0,0,1,0,0,0,0,0,0,0,27,7,5.937912396723026
I BARI05,Italy,905.0608318675067,0,1,0,0,0,0,0,0,0,0,17,9,8.189031533177674
S MALMO01,Sweden,834.0646471953722,0,1,0,0,0,0,0,0,0,0,21,5,6.00288076353084
IS REYKJAV05,Iceland,1440.0287939618524,0,0,0,1,0,0,0,0,0,0,19,8,8.468710279076467
E VALENCI02,Spain,785.9421070340101,0,0,0,0,0,0,0,0,1,0,25,9,7.9017033588695185
CZ PRAHA10,Czech,423.59229667002415,0,0,0,1,0,0,0,0,0,0,28,6,7.657604628787652
D BERLIN02,Germany,975.5253951042592,0,0,1,0,0,0,0,0,0,0,24,5,6.316158768145157
D TUBINGE01,Germany,826.870345222511,0,0,0,1,0,0,0,0,0,0,25,7,7.324968164592451
S MALMO01,Sweden,821.1586709629561,0,0,1,0,0,0,0,0,0,0,23,5,5.6545932779814825
TR ANKARA04,Turkey,443.35176419010253,0,0,0,0,0,0,1,0,0,0,18,5,7.277366602503027
D ERLANGE01,Germany,846.9162531037613,1,0,0,0,0,0,0,0,0,0,20,7,7.278295243747056
IS REYKJAV05,Iceland,1709.0017234960924,0,0,1,0,0,0,0,0,0,0,20,7,7.514706873777683
NL NIJMEGE01,Netherlands,921.4653217965765,0,0,0,0,0,0,0,0,0,1,29,5,7.1357762807784795
D MUNCHEN01,Germany,917.8424164137407,1,0,0,0,0,0,0,0,0,0,17,8,6.407613746463359
CZ PRAHA07,Czech,396.91210128858387,0,0,1,0,0,0,0,0,0,0,20,6,6.7315713127249115
IRL CORK01,Ireland,1024.318357433623,1,0,0,0,0,0,0,0,0,0,23,6,6.203397425738438
B LEUVEN01,Belgium,455.5943940603169,0,0,0,0,0,0,1,0,0,0,26,5,7.236113994046174
B LEUVEN01,Belgium,410.96155999510614,0,1,0,0,0,0,0,0,0,0,26,9,6.587246844899557
F PARIS001,France,626.0336570386318,0,0,0,0,0,0,1,0,0,0,20,5,5.947615391292127
CZ PRAHA10,Czech,450.31311720526946,0,1,0,0,0,0,0,0,0,0,21,7,7.24325327448519
D ERLANGE01,Germany,859.3082279600318,0,0,1,0,0,0,0,0,0,0,25,9,7.1183006004335425
D MUNCHEN01,Germany,945.456957041333,0,0,0,0,0,1,0,0,0,0,23,8,6.26170309579186
IRL CORK01,Ireland,1113.5829352383887,0,0,0,0,0,0,0,0,1,0,18,7,6.051177499074466
IRL CORK01,Ireland,1081.9762629650386,0,0,0,0,0,0,0,0,1,0,20,5,6.222685262756901
I BARI05,Italy,836.2250876156257,0,0,1,0,0,0,0,0,0,0,28,5,5.957422639354482
D ERLANGE01,Germany,871.4111427145986,0,0,0,0,1,0,0,0,0,0,19,9,5.453623020196849
CZ PRAHA07,Czech,448.8913098769943,0,0,1,0,0,0,0,0,0,0,25,5,5.744548897362479
EE TALLINN04,Estonia,425.4903471493118,0,0,0,0,0,0,1,0,0,0,22,6,6.7674066676539395
EE TALLINN04,Estonia,450.01041334292785,0,0,0,0,0,0,1,0,0,0,19,5,5.778124275343179
F PARIS001,France,576.0423700564324,0,0,0,0,0,0,1,0,0,0,25,6,5.027980460974753
PL KRAKOW02,Poland,388.6316725001913,0,0,0,0,0,0,0,0,0,1,15,8,8.035340224212597
